name,aliases,titles,born,died,gender,culture,father,mother,books,Books Apperences
Ragwyle,['Has no known aliases'],['Has no title'],,,Male,Free folk,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
The Weeper,['The Weeping Man'],['Has no title'],,,Female,Free Folk,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Lyonel Frey,['Has no known aliases'],['Ser'],In or between 259 AC and 283 AC,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Matthos Seaworth,['Has no known aliases'],['Has no title'],,"In 299 AC, at Blackwater Rush",Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Alyn Estermont,['Has no known aliases'],['Ser'],,,Male,Stormlands,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Walder Frey,['Black Walder'],['Has no title'],In or between 260 AC and 280 AC,,Male,Rivermen,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",4
William Mooton,['Has no known aliases'],['Lord of Maidenpool'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Elwood Meadows,['Has no known aliases'],['Lord of Grassy Vale'],In 278 AC or 279 AC,,Male,Reach,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Gorold Goodbrother,['Has no known aliases'],['Lord of Hammerhorn'],,,Male,Ironborn,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Steffon Baratheon,['Has no known aliases'],"[""Lord of Storm's End"", 'Lord Paramount of the Stormlands']","In 246 AC, at Shipbreaker Bay",In 278 AC,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",4
Qarl,['Qarl the Maid'],['Has no title'],,,Male,Ironborn,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Dale Seaworth,['Has no known aliases'],['Captain of the Wraith'],,"In 299 AC, at Blackwater Rush",Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Wat,['Whitesmile Wat'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Simon Toyne,['Has no known aliases'],['Has no title'],,"In 281 AC, at the Kingswood",Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",4
Forley Prester,['Has no known aliases'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",4
Mellara Rivers,['Has no known aliases'],['Has no title'],,,Female,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Waldon Wynch,['Has no known aliases'],['Lord of Iron Holt'],,,Male,Ironborn,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Garth Greenfield,['Has no known aliases'],"['The Knight of Greenfield', 'Ser']",,,Male,Westerman,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Mark Mullendore,['Has no known aliases'],['Ser'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Falyse Stokeworth,['Has no known aliases'],['Has no title'],In 265 AC or before,"In 300 AC, at the Black Cells, Red Keep, King's Landing",Female,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Dancy,['Has no known aliases'],['Has no title'],,,Female,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Maric Seaworth,['Has no known aliases'],['Oarmaster'],,"In 299 AC, at Blackwater Rush",Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Mariah Martell,['Myriah Martell'],['Princess'],,,Female,Dornish,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/11']",4
Shirei Frey,['Has no known aliases'],['Has no title'],In 292 AC or 293 AC,,Female,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Todder,['Toad'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",4
Gueren,['Has no known aliases'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",4
"Timett, son of Timett",['Timett One-Eye'],['Red Hand'],In or between 278 AC and 282 AC,,Male,Mountain clans,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",4
Craster,['Has no known aliases'],['Has no title'],,"In 299 AC, at Craster's Keep",Male,Free Folk,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Raymund Frey,['Has no known aliases'],['Ser'],In 264 AC,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Geremy Frey,['Has no known aliases'],['Ser'],In 263 AC,In or between 289 AC and 299 AC,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Axell Florent,['Has no known aliases'],"['Ser', 'Hand of the Queen (self-styled)']",,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Melwys Rivers,['Has no known aliases'],['Maester'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Waltyr Frey,['Tyr'],['Has no title'],In 289 AC,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Waymar Royce,['Has no known aliases'],['Ser'],"In 278 AC or 279 AC, at Runestone","In 297 AC, at the Haunted Forest, Beyond the Wall",Male,Valemen,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",4
Wendel Frey,['Has no known aliases'],['Has no title'],In 286 AC,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Rafford,['Raff the Sweetling'],['Has no title'],,"In 300 AC, at Braavos",Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Ashara Dayne,['Has no known aliases'],['Has no title'],,"In 283 AC, at Starfall",Female,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",4
Willem Darry,['Has no known aliases'],['Ser Master-at-arms at the Red Keep'],,"In 289 AC or 290 AC (roughly), at Braavos",Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",4
Jaremy Rykker,['Has no known aliases'],['Seracting First Ranger'],,"In 298 AC, at Castle Black",Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",4
Lythene Frey,['Has no known aliases'],['Has no title'],In 251 AC and 259 AC,,Female,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Wex Pyke,['Has no known aliases'],['Has no title'],In 286 AC,,Male,Ironborn,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Andrik,['Andrik the Unsmiling'],['Lord of Southshield'],,,Male,Ironborn,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Leo Tyrell,['Leo Longthorn'],"['Lord Paramount of the Mander', 'Lord of Highgarden', 'Defender of the Marches', 'High Marshal of the Reach', 'Warden of the South']",,,Male,Reach,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/4', 'https://www.anapioficeandfire.com/api/books/7', 'https://www.anapioficeandfire.com/api/books/11']",4
Hallis Mollen,['Hal'],['Captain of the guards for Winterfell'],,,Male,Northmen,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",4
Robar Royce,['Robar the Red'],['Ser'],"In 277 AC (roughly), at Runestone","In 299 AC, at Near Storm's End",Male,Valemen,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",4
Alyssa Blackwood,['Has no known aliases'],['Lady'],In 253 AC or before,In or between 269 AC and 278 AC,Female,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Rickon Stark,['Has no known aliases'],"['Prince of Winterfell', 'Heir to Winterfell']","In 295 AC, at Winterfell",,Male,Northmen,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",4
Bedwyck,['Giant'],['Has no title'],,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Norne Goodbrother,['Has no known aliases'],['Lord of Shatterstone'],,,Male,Ironborn,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Alyn,['Has no known aliases'],['Has no title'],,"In 298 AC, at Riverlands",Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/8']",4
Lanna Lannister,['Has no known aliases'],['Has no title'],In or between 271 AC and 286 AC,,Female,,,,"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",4
Allard Seaworth,['Has no known aliases'],['Captain of the Lady Marya'],,"In 299 AC, at Blackwater Bay",Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Belwas,"['Strong Belwas', 'Belwas the Strong']",['Has no title'],,,Male,Meereenese,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Annara Farring,['Has no known aliases'],['Lady'],,,Female,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Amarei Crakehall,['Has no known aliases'],['Has no title'],In 245 AC or before,In 264 AC,Female,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Kevan Lannister,['Has no known aliases'],"['Ser', 'Master of laws', 'Lord Regent', 'Protector of the Realm']",In 244 AC,"In 300 AC, at King's Landing",Male,,,,"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",4
Pylos,['Has no known aliases'],['Maester'],In 273 AC or 274 AC,,Male,,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
Leobald Tallhart,['Has no known aliases'],"[""Castellan of Torrhen's Square""]",At Torrhen's Square,"In 299 AC, at Winterfell",Male,Northmen,,,"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",4
