,geometry.coordinates,geometry.type,id,properties.alert,properties.cdi,properties.code,properties.detail,properties.dmin,properties.felt,properties.gap,properties.ids,properties.mag,properties.magType,properties.mmi,properties.net,properties.nst,properties.place,properties.rms,properties.sig,properties.sources,properties.status,properties.time,properties.title,properties.tsunami,properties.type,properties.types,properties.tz,properties.updated,properties.url,type
168,"[158.6247, -8.174, 102]",Point,us60003snl,green,3.1,60003snl,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003snl&format=geojson,1.813,3.0,19.0,",us60003snl,",5.5,mww,3.851,us,,"47km WSW of Dadali, Solomon Islands",1.02,466,",us,",reviewed,1558949119033,"M 5.5 - 47km WSW of Dadali, Solomon Islands",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",660,1561553126513,https://earthquake.usgs.gov/earthquakes/eventpage/us60003snl,Feature
169,"[165.4293, -10.274, 36.92]",Point,us60003sfi,,,60003sfi,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003sfi&format=geojson,5.465,,72.0,",us60003sfi,",5.1,mb,,us,,"65km NW of Lata, Solomon Islands",0.65,400,",us,",reviewed,1558881194970,"M 5.1 - 65km NW of Lata, Solomon Islands",0,earthquake,",geoserve,origin,phase-data,",660,1559658104040,https://earthquake.usgs.gov/earthquakes/eventpage/us60003sfi,Feature
170,"[-75.2697, -5.8119, 122.57]",Point,us60003sc0,orange,8.9,60003sc0,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003sc0&format=geojson,3.18,1765.0,17.0,",at00ps3pco,pt19146001,us60003sc0,",8.0,mww,7.945,us,,"78km SE of Lagunas, Peru",0.84,1890,",at,pt,us,",reviewed,1558856475073,"M 8.0 - 78km SE of Lagunas, Peru",1,earthquake,",dyfi,finite-fault,general-text,geoserve,ground-failure,impact-link,impact-text,losspager,moment-tensor,origin,phase-data,poster,shakemap,",-300,1563329494533,https://earthquake.usgs.gov/earthquakes/eventpage/us60003sc0,Feature
171,"[169.0424, -18.9971, 145]",Point,us60003s2g,green,2.0,60003s2g,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003s2g&format=geojson,3.78,1.0,39.0,",us60003s2g,",5.7,mww,3.898,us,,"65km NNW of Isangel, Vanuatu",0.64,500,",us,",reviewed,1558780270827,"M 5.7 - 65km NNW of Isangel, Vanuatu",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",660,1561139293031,https://earthquake.usgs.gov/earthquakes/eventpage/us60003s2g,Feature
172,"[169.8094, -20.6288, 130.99]",Point,us60003rxb,,,60003rxb,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003rxb&format=geojson,2.954,,74.0,",us60003rxb,",5.0,mb,,us,,"132km SSE of Isangel, Vanuatu",0.73,385,",us,",reviewed,1558735759402,"M 5.0 - 132km SSE of Isangel, Vanuatu",0,earthquake,",geoserve,origin,phase-data,",660,1558736858040,https://earthquake.usgs.gov/earthquakes/eventpage/us60003rxb,Feature
173,"[92.9593, 13.8738, 10]",Point,us60003rwt,,2.2,60003rwt,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003rwt&format=geojson,7.229,2.0,50.0,",us60003rwt,",5.0,mb,,us,,"241km N of Bamboo Flat, India",0.84,385,",us,",reviewed,1558733015105,"M 5.0 - 241km N of Bamboo Flat, India",0,earthquake,",dyfi,geoserve,origin,phase-data,",360,1558737941384,https://earthquake.usgs.gov/earthquakes/eventpage/us60003rwt,Feature
174,"[-66.6429, -27.8854, 148.84]",Point,us60003rvz,,,60003rvz,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003rvz&format=geojson,2.446,,26.0,",us60003rvz,",5.2,mww,,us,,"46km SW of Andalgala, Argentina",0.91,416,",us,",reviewed,1558728959385,"M 5.2 - 46km SW of Andalgala, Argentina",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",-180,1562077327040,https://earthquake.usgs.gov/earthquakes/eventpage/us60003rvz,Feature
175,"[178.0574, -16.4554, 10]",Point,us60003rlu,,5.7,60003rlu,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003rlu&format=geojson,1.282,10.0,83.0,",us60003rlu,",5.1,mww,,us,,"141km W of Lambasa, Fiji",0.92,406,",us,",reviewed,1558690577702,"M 5.1 - 141km W of Lambasa, Fiji",0,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",720,1561636549040,https://earthquake.usgs.gov/earthquakes/eventpage/us60003rlu,Feature
176,"[-80.5208, -44.6681, 10]",Point,us60003rka,,,60003rka,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003rka&format=geojson,5.192,,110.0,",us60003rka,",5.0,mww,,us,,"Off the coast of Aisen, Chile",1.2,385,",us,",reviewed,1558678577088,"M 5.0 - Off the coast of Aisen, Chile",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",-300,1560608252040,https://earthquake.usgs.gov/earthquakes/eventpage/us60003rka,Feature
177,"[-12.2083, -2.5649, 10]",Point,us60003r8l,,,60003r8l,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003r8l&format=geojson,5.746,,30.0,",us60003r8l,",5.1,mb,,us,,North of Ascension Island,0.65,400,",us,",reviewed,1558627001272,M 5.1 - North of Ascension Island,0,earthquake,",geoserve,origin,phase-data,",-60,1560281314040,https://earthquake.usgs.gov/earthquakes/eventpage/us60003r8l,Feature
178,"[169.7938, -21.6535, 19]",Point,us60003r7u,green,,60003r7u,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003r7u&format=geojson,2.376,,28.0,",us60003r7u,",5.7,mww,0.0,us,,"198km E of Tadine, New Caledonia",1.0,500,",us,",reviewed,1558623738599,"M 5.7 - 198km E of Tadine, New Caledonia",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",660,1560273213040,https://earthquake.usgs.gov/earthquakes/eventpage/us60003r7u,Feature
179,"[142.3715, -6.2566, 10]",Point,us60003r5c,,2.0,60003r5c,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003r5c&format=geojson,4.072,2.0,34.0,",us60003r5c,",5.2,mb,,us,,"119km ENE of Lake Murray, Papua New Guinea",0.94,416,",us,",reviewed,1558614874006,"M 5.2 - 119km ENE of Lake Murray, Papua New Guinea",1,earthquake,",dyfi,geoserve,origin,phase-data,",600,1561551933040,https://earthquake.usgs.gov/earthquakes/eventpage/us60003r5c,Feature
180,"[-178.2387, 51.3078, 30]",Point,us60003r2r,green,8.1,60003r2r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003r2r&format=geojson,0.436,3.0,53.0,",us60003r2r,at00pry8bj,ak0196kmvs2b,",6.0,mww,4.391,us,,"60km E of Amatignak Island, Alaska",1.05,556,",us,at,ak,",reviewed,1558601117746,"M 6.0 - 60km E of Amatignak Island, Alaska",1,earthquake,",dyfi,geoserve,ground-failure,impact-link,losspager,moment-tensor,origin,phase-data,shakemap,",-600,1561059130168,https://earthquake.usgs.gov/earthquakes/eventpage/us60003r2r,Feature
181,"[-173.1717, -15.2367, 10]",Point,us60003qsv,,,60003qsv,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003qsv&format=geojson,1.887,,103.0,",us60003qsv,",5.1,mb,,us,,"100km NE of Hihifo, Tonga",1.28,400,",us,",reviewed,1558548606142,"M 5.1 - 100km NE of Hihifo, Tonga",0,earthquake,",geoserve,origin,phase-data,",-720,1560448892040,https://earthquake.usgs.gov/earthquakes/eventpage/us60003qsv,Feature
182,"[-100.7443, -36.098, 10]",Point,us60003qs2,green,,60003qs2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003qs2&format=geojson,21.846,,92.0,",us60003qs2,",5.4,mww,0.0,us,,Southeast of Easter Island,0.78,449,",us,",reviewed,1558546574523,M 5.4 - Southeast of Easter Island,0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-420,1560452761825,https://earthquake.usgs.gov/earthquakes/eventpage/us60003qs2,Feature
183,"[92.9916, 13.8921, 29]",Point,us60003qg7,green,3.8,60003qg7,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003qg7&format=geojson,7.195,4.0,21.0,",us60003qg7,",5.6,mww,4.38,us,,"244km N of Bamboo Flat, India",1.05,484,",us,",reviewed,1558485574963,"M 5.6 - 244km N of Bamboo Flat, India",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",360,1559281191819,https://earthquake.usgs.gov/earthquakes/eventpage/us60003qg7,Feature
184,"[-85.1082, 1.0888, 10]",Point,us60003qf5,,,60003qf5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003qf5&format=geojson,6.71,,158.0,",us60003qf5,",5.3,mww,,us,,Off the coast of Ecuador,0.45,432,",us,",reviewed,1558473591114,M 5.3 - Off the coast of Ecuador,0,earthquake,",geoserve,moment-tensor,origin,phase-data,",-360,1559781044040,https://earthquake.usgs.gov/earthquakes/eventpage/us60003qf5,Feature
185,"[122.0922, 0.9859, 49.03]",Point,us70003p1q,,1.0,70003p1q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003p1q&format=geojson,1.316,1.0,27.0,",us70003p1q,",5.1,mww,,us,,"53km E of Bunobogu, Indonesia",0.96,400,",us,",reviewed,1558464167381,"M 5.1 - 53km E of Bunobogu, Indonesia",1,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",480,1560028488456,https://earthquake.usgs.gov/earthquakes/eventpage/us70003p1q,Feature
186,"[-66.689, -23.1389, 195.81]",Point,us70003nut,,,70003nut,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003nut&format=geojson,1.384,,32.0,",us70003nut,",5.0,mww,,us,,"102km W of El Aguilar, Argentina",1.01,385,",us,",reviewed,1558423139868,"M 5.0 - 102km W of El Aguilar, Argentina",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",-180,1561698559040,https://earthquake.usgs.gov/earthquakes/eventpage/us70003nut,Feature
187,"[-88.593, -41.3215, 10]",Point,us70003nun,,,70003nun,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003nun&format=geojson,12.117,,47.0,",us70003nun,",5.0,mww,,us,,West Chile Rise,0.77,385,",us,",reviewed,1558420384236,M 5.0 - West Chile Rise,0,earthquake,",geoserve,moment-tensor,origin,phase-data,",-360,1561550372040,https://earthquake.usgs.gov/earthquakes/eventpage/us70003nun,Feature
188,"[-70.0028, -31.4782, 108]",Point,us70003nha,green,4.6,70003nha,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003nha&format=geojson,0.867,65.0,28.0,",us70003nha,",5.5,mww,3.769,us,,"58km WSW of Calingasta, Argentina",1.1,495,",us,",reviewed,1558351113131,"M 5.5 - 58km WSW of Calingasta, Argentina",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-180,1561971821986,https://earthquake.usgs.gov/earthquakes/eventpage/us70003nha,Feature
189,"[154.6067, -6.8633, 10]",Point,us70003nf1,,,70003nf1,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003nf1&format=geojson,3.599,,35.0,",us70003nf1,",5.2,mww,,us,,"114km WSW of Panguna, Papua New Guinea",0.74,416,",us,",reviewed,1558332134900,"M 5.2 - 114km WSW of Panguna, Papua New Guinea",1,earthquake,",geoserve,moment-tensor,origin,phase-data,",600,1560962210040,https://earthquake.usgs.gov/earthquakes/eventpage/us70003nf1,Feature
190,"[154.7272, -6.7185, 10]",Point,us70003ndj,,,70003ndj,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003ndj&format=geojson,3.579,,36.0,",us70003ndj,",5.2,mww,,us,,"94km WSW of Panguna, Papua New Guinea",1.11,416,",us,",reviewed,1558314948150,"M 5.2 - 94km WSW of Panguna, Papua New Guinea",1,earthquake,",geoserve,moment-tensor,origin,phase-data,",600,1559094460040,https://earthquake.usgs.gov/earthquakes/eventpage/us70003ndj,Feature
191,"[169.6875, -21.6697, 10]",Point,us60003t4d,,,60003t4d,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us60003t4d&format=geojson,2.279,,144.0,",us60003t4d,",5.1,mb,,us,,"187km E of Tadine, New Caledonia",1.34,400,",us,",reviewed,1558278108135,"M 5.1 - 187km E of Tadine, New Caledonia",0,earthquake,",geoserve,origin,phase-data,",660,1559077597040,https://earthquake.usgs.gov/earthquakes/eventpage/us60003t4d,Feature
192,"[169.4692, -21.6074, 20]",Point,us70003n96,green,2.0,70003n96,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003n96&format=geojson,2.125,1.0,75.0,",us70003n96,pt19139002,at00prrauo,",6.3,mww,3.785,us,,"164km E of Tadine, New Caledonia",1.07,611,",us,pt,at,",reviewed,1558277810691,"M 6.3 - 164km E of Tadine, New Caledonia",1,earthquake,",dyfi,geoserve,ground-failure,impact-link,losspager,moment-tensor,origin,phase-data,shakemap,",660,1559076863902,https://earthquake.usgs.gov/earthquakes/eventpage/us70003n96,Feature
193,"[169.5758, -21.7313, 16]",Point,us70003n8z,green,,70003n8z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003n8z&format=geojson,2.159,,53.0,",us70003n8z,",6.0,mww,0.0,us,,"176km E of Tadine, New Caledonia",1.03,554,",us,",reviewed,1558276031826,"M 6.0 - 176km E of Tadine, New Caledonia",0,earthquake,",geoserve,ground-failure,losspager,moment-tensor,origin,phase-data,shakemap,",660,1561412975523,https://earthquake.usgs.gov/earthquakes/eventpage/us70003n8z,Feature
194,"[-26.7517, -60.4342, 10]",Point,us70003n8j,,,70003n8j,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003n8j&format=geojson,8.1,,62.0,",us70003n8j,",5.1,mb,,us,,"156km S of Bristol Island, South Sandwich Islands",0.65,400,",us,",reviewed,1558266513440,"M 5.1 - 156km S of Bristol Island, South Sandwich Islands",0,earthquake,",geoserve,origin,phase-data,",-120,1560327336040,https://earthquake.usgs.gov/earthquakes/eventpage/us70003n8j,Feature
195,"[119.1787, -10.2923, 10]",Point,us70003n65,,,70003n65,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003n65&format=geojson,3.437,,84.0,",us70003n65,",5.1,mb,,us,,"62km SSW of Bogorawatu, Indonesia",0.54,400,",us,",reviewed,1558246566222,"M 5.1 - 62km SSW of Bogorawatu, Indonesia",1,earthquake,",geoserve,moment-tensor,origin,phase-data,",480,1562643474040,https://earthquake.usgs.gov/earthquakes/eventpage/us70003n65,Feature
196,"[169.7779, -21.6619, 20]",Point,us70003n4z,green,2.2,70003n4z,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003n4z&format=geojson,2.359,1.0,18.0,",us70003n4z,pt19139000,at00prq977,",6.3,mww,0.0,us,,"196km E of Tadine, New Caledonia",1.18,611,",us,pt,at,",reviewed,1558229009151,"M 6.3 - 196km E of Tadine, New Caledonia",1,earthquake,",dyfi,geoserve,ground-failure,impact-link,losspager,moment-tensor,origin,phase-data,shakemap,",660,1560990382843,https://earthquake.usgs.gov/earthquakes/eventpage/us70003n4z,Feature
197,"[152.6424, -5.2579, 10]",Point,us70003n15,,4.1,70003n15,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003n15&format=geojson,1.162,1.0,39.0,",us70003n15,",5.1,mww,,us,,"97km SSW of Taron, Papua New Guinea",1.22,401,",us,",reviewed,1558191510250,"M 5.1 - 97km SSW of Taron, Papua New Guinea",1,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",600,1560783558040,https://earthquake.usgs.gov/earthquakes/eventpage/us70003n15,Feature
198,"[108.5971, -9.5083, 8]",Point,us70003mw2,green,3.1,70003mw2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003mw2&format=geojson,2.477,1.0,33.0,",us70003mw2,",5.6,mww,0.0,us,,"188km S of Sindangsari, Indonesia",1.19,483,",us,",reviewed,1558144289831,"M 5.6 - 188km S of Sindangsari, Indonesia",1,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",420,1560466908593,https://earthquake.usgs.gov/earthquakes/eventpage/us70003mw2,Feature
199,"[139.8705, -3.2468, 35]",Point,us70003mv5,,2.7,70003mv5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003mv5&format=geojson,7.582,1.0,48.0,",us70003mv5,",5.0,mb,,us,,"104km SW of Abepura, Indonesia",0.65,385,",us,",reviewed,1558134152774,"M 5.0 - 104km SW of Abepura, Indonesia",1,earthquake,",dyfi,geoserve,origin,phase-data,",540,1558150534310,https://earthquake.usgs.gov/earthquakes/eventpage/us70003mv5,Feature
200,"[153.0098, -4.5834, 21]",Point,us70003mus,,2.2,70003mus,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003mus&format=geojson,0.929,1.0,19.0,",us70003mus,",5.9,mww,6.467,us,,"13km S of Taron, Papua New Guinea",0.64,536,",us,",reviewed,1558132667788,"M 5.9 - 13km S of Taron, Papua New Guinea",1,earthquake,",dyfi,geoserve,ground-failure,moment-tensor,origin,phase-data,shakemap,",600,1558673420012,https://earthquake.usgs.gov/earthquakes/eventpage/us70003mus,Feature
201,"[94.3069, 7.6041, 10]",Point,usd000a22m,,,d000a22m,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usd000a22m&format=geojson,3.528,,53.0,",usd000a22m,",5.1,mb,,us,,"116km ESE of Mohean, India",0.88,400,",us,",reviewed,1558119919114,"M 5.1 - 116km ESE of Mohean, India",0,earthquake,",geoserve,origin,phase-data,",360,1559945310040,https://earthquake.usgs.gov/earthquakes/eventpage/usd000a22m,Feature
202,"[-70.2811, -19.8049, 69.91]",Point,us70003mi2,,6.2,70003mi2,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003mi2&format=geojson,0.59,21.0,83.0,",us70003mi2,",5.0,mww,,us,,"48km NNW of Iquique, Chile",0.97,398,",us,",reviewed,1558102584337,"M 5.0 - 48km NNW of Iquique, Chile",0,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",-240,1561965442040,https://earthquake.usgs.gov/earthquakes/eventpage/us70003mi2,Feature
203,"[-74.0153, -35.0632, 10]",Point,us70003mev,,2.7,70003mev,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003mev&format=geojson,1.809,2.0,106.0,",us70003mev,",5.2,mww,,us,,"148km W of Constitucion, Chile",0.98,417,",us,",reviewed,1558070848234,"M 5.2 - 148km W of Constitucion, Chile",0,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",-300,1561135114040,https://earthquake.usgs.gov/earthquakes/eventpage/us70003mev,Feature
204,"[-105.7328, -4.5846, 10]",Point,us70003mbq,green,,70003mbq,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003mbq&format=geojson,15.91,,72.0,",us70003mbq,",5.9,mww,0.0,us,,Central East Pacific Rise,0.75,536,",us,",reviewed,1558047163961,M 5.9 - Central East Pacific Rise,0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-420,1561410236375,https://earthquake.usgs.gov/earthquakes/eventpage/us70003mbq,Feature
205,"[-87.8168, 12.6436, 71.96]",Point,us70003m2q,green,4.6,70003m2q,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003m2q&format=geojson,1.501,63.0,42.0,",us70003m2q,",5.9,mww,4.527,us,,"41km WSW of Jiquilillo, Nicaragua",1.35,565,",us,",reviewed,1558023737474,"M 5.9 - 41km WSW of Jiquilillo, Nicaragua",0,earthquake,",dyfi,geoserve,impact-text,losspager,moment-tensor,origin,phase-data,shakemap,",-360,1561737013986,https://earthquake.usgs.gov/earthquakes/eventpage/us70003m2q,Feature
206,"[-70.076, -17.7629, 107.03]",Point,us70003m17,,,70003m17,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003m17&format=geojson,0.593,,79.0,",us70003m17,",5.1,mww,,us,,"32km NE of Tacna, Peru",1.09,400,",us,",reviewed,1558017169949,"M 5.1 - 32km NE of Tacna, Peru",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",-300,1560700349040,https://earthquake.usgs.gov/earthquakes/eventpage/us70003m17,Feature
207,"[-70.1711, -17.8136, 114.14]",Point,usd000a1k6,,4.6,d000a1k6,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=usd000a1k6&format=geojson,0.577,2.0,136.0,",usd000a1k6,",5.1,mww,,us,,"22km NNE of Tacna, Peru",1.16,401,",us,",reviewed,1558017169376,"M 5.1 - 22km NNE of Tacna, Peru",0,earthquake,",dyfi,geoserve,origin,phase-data,",-300,1558027193837,https://earthquake.usgs.gov/earthquakes/eventpage/usd000a1k6,Feature
208,"[152.9943, -5.169, 10]",Point,us70003m0r,,,70003m0r,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003m0r&format=geojson,1.276,,152.0,",us70003m0r,",5.0,mb,,us,,"77km S of Taron, Papua New Guinea",0.88,385,",us,",reviewed,1558008584001,"M 5.0 - 77km S of Taron, Papua New Guinea",1,earthquake,",geoserve,origin,phase-data,",600,1561971333040,https://earthquake.usgs.gov/earthquakes/eventpage/us70003m0r,Feature
209,"[152.6305, -5.2554, 21]",Point,us70003ly5,green,3.1,70003ly5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003ly5&format=geojson,1.155,1.0,25.0,",us70003ly5,",5.7,mww,3.829,us,,"97km SSW of Taron, Papua New Guinea",0.82,500,",us,",reviewed,1557969838718,"M 5.7 - 97km SSW of Taron, Papua New Guinea",1,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",600,1561411069961,https://earthquake.usgs.gov/earthquakes/eventpage/us70003ly5,Feature
210,"[-69.3931, -31.456, 105.45]",Point,us70003lxa,,4.1,70003lxa,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003lxa&format=geojson,0.612,13.0,20.0,",us70003lxa,",5.1,mww,,us,,"13km S of Calingasta, Argentina",0.89,405,",us,",reviewed,1557966733592,"M 5.1 - 13km S of Calingasta, Argentina",0,earthquake,",dyfi,geoserve,moment-tensor,origin,phase-data,",-180,1558674073069,https://earthquake.usgs.gov/earthquakes/eventpage/us70003lxa,Feature
211,"[-176.7579, -28.5409, 18.28]",Point,us70003lj3,green,,70003lj3,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003lj3&format=geojson,28.795,,70.0,",us70003lj3,",5.4,mww,0.0,us,,"137km NE of Raoul Island, New Zealand",0.68,449,",us,",reviewed,1557929337990,"M 5.4 - 137km NE of Raoul Island, New Zealand",0,earthquake,",geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",-720,1561531800121,https://earthquake.usgs.gov/earthquakes/eventpage/us70003lj3,Feature
212,"[46.162, 12.1472, 10]",Point,us70003lhd,,,70003lhd,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003lhd&format=geojson,3.303,,31.0,",us70003lhd,",5.1,mww,,us,,"137km SE of Zinjibar, Yemen",0.72,400,",us,",reviewed,1557922260413,"M 5.1 - 137km SE of Zinjibar, Yemen",0,earthquake,",geoserve,moment-tensor,origin,phase-data,",180,1560408668040,https://earthquake.usgs.gov/earthquakes/eventpage/us70003lhd,Feature
213,"[130.7116, 29.7216, 29]",Point,us70003ld5,green,2.2,70003ld5,https://earthquake.usgs.gov/fdsnws/event/1/query?eventid=us70003ld5&format=geojson,3.395,1.0,38.0,",us70003ld5,",5.7,mww,3.613,us,,"115km SSW of Nishinoomote, Japan",1.3,500,",us,",reviewed,1557897871606,"M 5.7 - 115km SSW of Nishinoomote, Japan",0,earthquake,",dyfi,geoserve,losspager,moment-tensor,origin,phase-data,shakemap,",540,1561970989678,https://earthquake.usgs.gov/earthquakes/eventpage/us70003ld5,Feature
