name_model,description,owner,price,license,published_date,formats_available,list_categories,links_categories,list_tags,links_tags
Dirty horse shoe,"Dirty Horse Shoe 3D ModelPBR Textures 4096x4096All Renders were done in Marmoset Toolbag 3.07By The Creators at Get Dead Entertainment . :) Please Like, Follow and Rate!",GetDeadEntertainment,Free, - All Extended Uses,2019-05-22,"['FBX FBX', 'Other MTL', 'OBJ OBJ', 'Other PNG']","['3D Model', 'industrial', 'agriculture', 'animal accessories', 'horse accessories', 'horseshoe']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/industrial', 'https://www.turbosquid.com/3d-model/agriculture', 'https://www.turbosquid.com/3d-model/animal-accessories', 'https://www.turbosquid.com/3d-model/horse-accessories', 'https://www.turbosquid.com/3d-model/horseshoe']","['horseshoe', 'horse', 'shoe', 'horse', 'luck', 'lucky', 'gamble', 'chance', 'medieval', 'decor', 'junk', 'steel', 'decoration', 'horse', 'props', 'props', 'ground', 'clutter', 'metal', 'horseshoes', 'iron', 'exteri']","['https://www.turbosquid.com/Search/3D-Models/horseshoe', 'https://www.turbosquid.com/Search/3D-Models/horse', 'https://www.turbosquid.com/Search/3D-Models/shoe', 'https://www.turbosquid.com/Search/3D-Models/horse', 'https://www.turbosquid.com/Search/3D-Models/luck', 'https://www.turbosquid.com/Search/3D-Models/lucky', 'https://www.turbosquid.com/Search/3D-Models/gamble', 'https://www.turbosquid.com/Search/3D-Models/chance', 'https://www.turbosquid.com/Search/3D-Models/medieval', 'https://www.turbosquid.com/Search/3D-Models/decor', 'https://www.turbosquid.com/Search/3D-Models/junk', 'https://www.turbosquid.com/Search/3D-Models/steel', 'https://www.turbosquid.com/Search/3D-Models/decoration', 'https://www.turbosquid.com/Search/3D-Models/horse', 'https://www.turbosquid.com/Search/3D-Models/props', 'https://www.turbosquid.com/Search/3D-Models/props', 'https://www.turbosquid.com/Search/3D-Models/ground', 'https://www.turbosquid.com/Search/3D-Models/clutter', 'https://www.turbosquid.com/Search/3D-Models/metal', 'https://www.turbosquid.com/Search/3D-Models/horseshoes', 'https://www.turbosquid.com/Search/3D-Models/iron', 'https://www.turbosquid.com/Search/3D-Models/exteri']"
Realistic plastic cupboard ,Free for u,Bang Moron,Free, - All Extended Uses,2019-05-22,['Other '],"['3D Model', 'furnishings', 'cabinet']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/furnishings', 'https://www.turbosquid.com/3d-model/cabinet']",['Cupboard'],['https://www.turbosquid.com/Search/3D-Models/cupboard']
Table ,"-The table is a high quality model that will enhance details to any of your rendering projects. The model has a fully textured, detailed design that allows for close-up renders, and was originally modeled in 3ds Max 2011 and rendered with V-Ray.Features: -High quality polygonal model, correctly scaled for an accurate representation of the original object. -Models resolutions are optimized for polygon efficiency.-All colors can be easily modified. -Model is fully textured with all materials applied.-All textures and materials are included .-No special plugin needed to open scene. -Model does not include any backgrounds or scenes used in preview images.File Formats:-3ds Max 2011.-OBJ . -FBX . -3ds . -dxf . -stl-Hope you like it! Also check out my other models, just click on my user name to see complete gallery.",arch.melsayed,Free, - All Extended Uses,2019-05-22,"['FBX ', 'OBJ ', 'STL ', '3D Studio', 'DXF ']","['3D Model', 'furnishings', 'table', 'coffee table']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/furnishings', 'https://www.turbosquid.com/3d-model/table', 'https://www.turbosquid.com/3d-model/coffee-table']","['table', 'modern', 'wooden', 'interior', 'steel', 'living', 'reception', 'bed', 'room', 'metal']","['https://www.turbosquid.com/Search/3D-Models/table', 'https://www.turbosquid.com/Search/3D-Models/modern', 'https://www.turbosquid.com/Search/3D-Models/wooden', 'https://www.turbosquid.com/Search/3D-Models/interior', 'https://www.turbosquid.com/Search/3D-Models/steel', 'https://www.turbosquid.com/Search/3D-Models/living', 'https://www.turbosquid.com/Search/3D-Models/reception', 'https://www.turbosquid.com/Search/3D-Models/bed', 'https://www.turbosquid.com/Search/3D-Models/room', 'https://www.turbosquid.com/Search/3D-Models/metal']"
 ,obot carpet floor cleaner,esmileonline,Free, - Editorial Uses AllowedExtended Uses May Need Clearances,2019-05-22,"['Other ', 'Collada ', 'FBX ', 'OBJ ']","['3D Model', 'interior design', 'appliance', 'household appliance', 'cleaning appliance', 'vacuum cleaner', 'robot vacuum cleaner']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/interior-design', 'https://www.turbosquid.com/3d-model/appliance', 'https://www.turbosquid.com/3d-model/household-appliance', 'https://www.turbosquid.com/3d-model/cleaning-appliance', 'https://www.turbosquid.com/3d-model/vacuum-cleaner', 'https://www.turbosquid.com/3d-model/robot-vacuum-cleaner']","['robot', 'carpet', 'floor', 'cleaner', 'robot', 'carpet', 'floor', 'cleaner', 'vacuum', 'cleaner', 'home', 'appliance', 'smart', 'household', 'tools']","['https://www.turbosquid.com/Search/3D-Models/robot', 'https://www.turbosquid.com/Search/3D-Models/carpet', 'https://www.turbosquid.com/Search/3D-Models/floor', 'https://www.turbosquid.com/Search/3D-Models/cleaner', 'https://www.turbosquid.com/Search/3D-Models/robot', 'https://www.turbosquid.com/Search/3D-Models/carpet', 'https://www.turbosquid.com/Search/3D-Models/floor', 'https://www.turbosquid.com/Search/3D-Models/cleaner', 'https://www.turbosquid.com/Search/3D-Models/vacuum', 'https://www.turbosquid.com/Search/3D-Models/cleaner', 'https://www.turbosquid.com/Search/3D-Models/home', 'https://www.turbosquid.com/Search/3D-Models/appliance', 'https://www.turbosquid.com/Search/3D-Models/smart', 'https://www.turbosquid.com/Search/3D-Models/household', 'https://www.turbosquid.com/Search/3D-Models/tools']"
Low poly beach items pack ,"This is a low poly 3d beach assets pack. The low poly pack was modeled and prepared for low-poly style renderings, background, general CG visualization. Topology with quads and tris.You will get those 4 objects :2 Rackets 1 Racket Ball 1 beach BallVerts : 614 Faces: 606Simple diffuse colors.No ring, maps and no UVW mapping is available.The original file was created in blender. You will receive a 3DS, OBJ, FBX, blend, DAE, STL.All preview images were rendered with Blender Cycles. Product is ready to render out-of-the-box. Please note that the lights, cameras, and background is only included in the .blend file. The model is clean and alone in the other provided files, centered at origin and has real-world scale.",chroma3D,Free, - All Extended Uses,2019-05-22,"['3D Studio', 'STL ', 'Collada ', 'FBX ', 'OBJ ']","['3D Model', 'toys and games', 'toys', 'outdoor toys', 'paddle ball']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/toys-and-games', 'https://www.turbosquid.com/3d-model/toys', 'https://www.turbosquid.com/3d-model/outdoor-toys', 'https://www.turbosquid.com/3d-model/paddle-ball']","['low', 'poly', 'beach', 'items', 'pack', 'ball', 'summer', 'fun', 'racket', 'tennis', 'sports', 'equipment']","['https://www.turbosquid.com/Search/3D-Models/low', 'https://www.turbosquid.com/Search/3D-Models/poly', 'https://www.turbosquid.com/Search/3D-Models/beach', 'https://www.turbosquid.com/Search/3D-Models/items', 'https://www.turbosquid.com/Search/3D-Models/pack', 'https://www.turbosquid.com/Search/3D-Models/ball', 'https://www.turbosquid.com/Search/3D-Models/summer', 'https://www.turbosquid.com/Search/3D-Models/fun', 'https://www.turbosquid.com/Search/3D-Models/racket', 'https://www.turbosquid.com/Search/3D-Models/tennis', 'https://www.turbosquid.com/Search/3D-Models/sports', 'https://www.turbosquid.com/Search/3D-Models/equipment']"
Basic laptop with lenovo logo ,"This is an extremely low poly & low size laptop. It has an Lenovo logo in it. Suitable for Interior decoration, game development etc.",Efad Safi,Free, - Editorial Uses AllowedExtended Uses May Need Clearances,2019-05-22,"['3D Studio', '1\n', 'Collada 0', '1\n', 'AutoCAD drawing', '1\n', 'DXF 0', '1\n', 'FBX 0', '1\n', 'Other 0', '1\n', 'OBJ 0', '1\n']","['3D Model', 'technology', 'computer', 'laptop']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/technology', 'https://www.turbosquid.com/3d-model/computer', 'https://www.turbosquid.com/3d-model/laptop']","['Laptop', 'ideapad', 'Computer', 'Pc', 'Computers', 'Poly', 'Laptops', 'Low', 'Lenovo', 'Laptops.']","['https://www.turbosquid.com/Search/3D-Models/laptop', 'https://www.turbosquid.com/Search/3D-Models/ideapad', 'https://www.turbosquid.com/Search/3D-Models/computer', 'https://www.turbosquid.com/Search/3D-Models/pc', 'https://www.turbosquid.com/Search/3D-Models/computers', 'https://www.turbosquid.com/Search/3D-Models/poly', 'https://www.turbosquid.com/Search/3D-Models/laptops', 'https://www.turbosquid.com/Search/3D-Models/low', 'https://www.turbosquid.com/Search/3D-Models/lenovo', 'https://www.turbosquid.com/Search/3D-Models/laptops.']"
Fantasy medieval weapon pack ,"-------------------------------------------------------------Presenting Fantasy Medieval Weapon Pack.-------------------------------------------------------------Two swords a Broadsword and a Longsword.Broadsword Polygons: 808. Verticies: 420.Longsword Polygons: 456. Verticies: 251.A default material from your Software of choice can be used. Set your own material glossiness and roughness etc.Does not require 3rd party renderers, plug-ins or scripts.They are designed to have minimal polygons so are not subdividable.Orign/Pivot point is placed in the centre of the handle.Real world scale of both swords is 0.89m oe 89cm in length.1024x1024px texture maps:Diffuse  Color.Ambient Occlusion.Combined Diffuse and AO.Transparant UV Layout.Specular gloss.",Tetrahedron,Free, - All Extended Uses,2019-05-22,"['3D Studio', '0\n', 'Collada 1', '0\n', 'FBX 1', '0\n', 'OBJ 1', '0\n']","['3D Model', 'weaponry', 'weapons', 'bladed weapon', 'sword', 'broadsword']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/weaponry', 'https://www.turbosquid.com/3d-model/weapons', 'https://www.turbosquid.com/3d-model/bladed-weapon', 'https://www.turbosquid.com/3d-model/sword', 'https://www.turbosquid.com/3d-model/broadsword']","['Sword', 'Weapon', 'Armor', 'melee']","['https://www.turbosquid.com/Search/3D-Models/sword', 'https://www.turbosquid.com/Search/3D-Models/weapon', 'https://www.turbosquid.com/Search/3D-Models/armor', 'https://www.turbosquid.com/Search/3D-Models/melee']"
Espresso machine ,Cartoon-style espresso machine.,alandell,Free, - All Extended Uses,2019-05-21,Unknown,"['3D Model', 'interior design', 'appliance', 'household appliance', 'kitchen appliance', 'coffee maker', 'espresso maker']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/interior-design', 'https://www.turbosquid.com/3d-model/appliance', 'https://www.turbosquid.com/3d-model/household-appliance', 'https://www.turbosquid.com/3d-model/kitchen-appliance', 'https://www.turbosquid.com/3d-model/coffee-maker', 'https://www.turbosquid.com/3d-model/espresso-maker']","['espresso', 'machine', 'coffee', 'cafe', 'barista', 'latte', 'mocha', 'cartoon', 'retro', 'coffeemaker']","['https://www.turbosquid.com/Search/3D-Models/espresso', 'https://www.turbosquid.com/Search/3D-Models/machine', 'https://www.turbosquid.com/Search/3D-Models/coffee', 'https://www.turbosquid.com/Search/3D-Models/cafe', 'https://www.turbosquid.com/Search/3D-Models/barista', 'https://www.turbosquid.com/Search/3D-Models/latte', 'https://www.turbosquid.com/Search/3D-Models/mocha', 'https://www.turbosquid.com/Search/3D-Models/cartoon', 'https://www.turbosquid.com/Search/3D-Models/retro', 'https://www.turbosquid.com/Search/3D-Models/coffeemaker']"
Tutorials - project files - free series 01,"Hello Everyone,We are providing you all Project Files of our Tutorial from YouTube Channel 'Project.01 Design School' for Free.So Hurry... & Grab the Opportunity.You can Find all Tutorials on YouTube using name 'Project01 Design School'.Thank you Team Project.01 Design School",Project01 Design Studio,Free, - All Extended Uses,2019-05-21,['Other '],"['3D Model', 'holidays', 'holiday accessories', 'balloons']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/seasons-and-holidays', 'https://www.turbosquid.com/3d-model/holiday-accessories', 'https://www.turbosquid.com/3d-model/balloons']","['3ds', 'max', 'after', 'effects', 'vray', 'candle', 'soccer', 'volley', 'golf', 'ball', 'fire', 'smoke', 'liquid']","['https://www.turbosquid.com/Search/3D-Models/3ds', 'https://www.turbosquid.com/Search/3D-Models/max', 'https://www.turbosquid.com/Search/3D-Models/after', 'https://www.turbosquid.com/Search/3D-Models/effects', 'https://www.turbosquid.com/Search/3D-Models/vray', 'https://www.turbosquid.com/Search/3D-Models/candle', 'https://www.turbosquid.com/Search/3D-Models/soccer', 'https://www.turbosquid.com/Search/3D-Models/volley', 'https://www.turbosquid.com/Search/3D-Models/golf', 'https://www.turbosquid.com/Search/3D-Models/ball', 'https://www.turbosquid.com/Search/3D-Models/fire', 'https://www.turbosquid.com/Search/3D-Models/smoke', 'https://www.turbosquid.com/Search/3D-Models/liquid']"
Bathroom design,bathrooms,iosebi,Free, - Editorial Uses Only,2019-05-21,['JPEG '],"['3D Model', 'interior design', 'interior', 'residential spaces', 'restroom']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/interior-design', 'https://www.turbosquid.com/3d-model/interior', 'https://www.turbosquid.com/3d-model/residential-spaces', 'https://www.turbosquid.com/3d-model/restroom']","['batch', 'design']","['https://www.turbosquid.com/Search/3D-Models/batch', 'https://www.turbosquid.com/Search/3D-Models/design']"
Disco ball ,Low poly Discoball. The geometry is clean. Polygonal Quads only.,dimitriwittmann,Free, - All Extended Uses,2019-05-21,"['3D Studio', 'FBX ', 'OBJ ']","['3D Model', 'interior design', 'fixtures', 'lighting', 'stage light', 'strobe', 'discoball']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/interior-design', 'https://www.turbosquid.com/3d-model/fixtures', 'https://www.turbosquid.com/3d-model/lighting', 'https://www.turbosquid.com/3d-model/stage-light', 'https://www.turbosquid.com/3d-model/strobe', 'https://www.turbosquid.com/3d-model/discoball']","['discoball', 'disco', 'ball', 'mirrorball']","['https://www.turbosquid.com/Search/3D-Models/discoball', 'https://www.turbosquid.com/Search/3D-Models/disco', 'https://www.turbosquid.com/Search/3D-Models/ball', 'https://www.turbosquid.com/Search/3D-Models/mirrorball']"
Starter short sword ,Worn Sword 3D ModelPRB Texture 4096x4096Renders were done in Marmoset Toolbag 3.06,GetDeadEntertainment,Free, - All Extended Uses,2019-05-20,"['Other PNG', 'FBX fbx', 'Other mtl', 'OBJ obj']","['3D Model', 'weaponry', 'weapons', 'bladed weapon', 'sword']","['https://www.turbosquid.com/Search/3d-models', 'https://www.turbosquid.com/3d-model/weaponry', 'https://www.turbosquid.com/3d-model/weapons', 'https://www.turbosquid.com/3d-model/bladed-weapon', 'https://www.turbosquid.com/3d-model/sword']","['sword', 'weapon', 'dagger', 'sharp', 'steel', 'military', 'bladed', 'weapon', 'knight', 'fantasy', 'medieval', 'starter', 'sword', 'war', 'crusader', 'worn', 'junk', 'warrior', 'warrior', 'army', 'old', 'dirty', 'mel']","['https://www.turbosquid.com/Search/3D-Models/sword', 'https://www.turbosquid.com/Search/3D-Models/weapon', 'https://www.turbosquid.com/Search/3D-Models/dagger', 'https://www.turbosquid.com/Search/3D-Models/sharp', 'https://www.turbosquid.com/Search/3D-Models/steel', 'https://www.turbosquid.com/Search/3D-Models/military', 'https://www.turbosquid.com/Search/3D-Models/bladed', 'https://www.turbosquid.com/Search/3D-Models/weapon', 'https://www.turbosquid.com/Search/3D-Models/knight', 'https://www.turbosquid.com/Search/3D-Models/fantasy', 'https://www.turbosquid.com/Search/3D-Models/medieval', 'https://www.turbosquid.com/Search/3D-Models/starter', 'https://www.turbosquid.com/Search/3D-Models/sword', 'https://www.turbosquid.com/Search/3D-Models/war', 'https://www.turbosquid.com/Search/3D-Models/crusader', 'https://www.turbosquid.com/Search/3D-Models/worn', 'https://www.turbosquid.com/Search/3D-Models/junk', 'https://www.turbosquid.com/Search/3D-Models/warrior', 'https://www.turbosquid.com/Search/3D-Models/warrior', 'https://www.turbosquid.com/Search/3D-Models/army', 'https://www.turbosquid.com/Search/3D-Models/old', 'https://www.turbosquid.com/Search/3D-Models/dirty', 'https://www.turbosquid.com/Search/3D-Models/mel']"
