aliases,allegiances,books,born,culture,died,father,gender,mother,name,playedBy,povBooks,spouse,titles,tvSeries,url
['The Knight of Standfast'],['https://www.anapioficeandfire.com/api/houses/291'],['https://www.anapioficeandfire.com/api/books/6'],At Standfast,,,,Male,,Eustace Osgrey,[''],[],https://www.anapioficeandfire.com/api/characters/1891,"['Knight and Master of Standfast', 'Lord of Coldmoat']",[''],https://www.anapioficeandfire.com/api/characters/388
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/362'],['https://www.anapioficeandfire.com/api/books/2'],,Northmen,,,Male,,Eyron Stark,[''],[],,"['King in the North', 'Lord of Winterfell']",[''],https://www.anapioficeandfire.com/api/characters/389
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/5'],,Braavosi,,,Male,,Ezzelyno,[''],[],,['Red Priest'],[''],https://www.anapioficeandfire.com/api/characters/390
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/246', 'https://www.anapioficeandfire.com/api/houses/364']",['https://www.anapioficeandfire.com/api/books/11'],In 125 AC,,,,Female,,Falena Stokeworth,[''],[],https://www.anapioficeandfire.com/api/characters/656,['Lady of Harrenhal'],[''],https://www.anapioficeandfire.com/api/characters/391
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/56', 'https://www.anapioficeandfire.com/api/houses/364']","['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In 265 AC or before,,"In 300 AC, at the Black Cells, Red Keep, King's Landing",,Female,,Falyse Stokeworth,[''],[],https://www.anapioficeandfire.com/api/characters/162,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/392
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/40'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Flement Brax,[''],[],https://www.anapioficeandfire.com/api/characters/765,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/393
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/306'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,,,Male,,Forley Prester,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/394
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/139'],['https://www.anapioficeandfire.com/api/books/11'],,,,,Male,,Foss the Archer,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/395
['The Old Hawk'],['https://www.anapioficeandfire.com/api/houses/141'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Dornish,,,Male,,Frankyln Fowler,[''],[],,"['Lord of Skyreach', ""Warden of the Prince's Pass""]",[''],https://www.anapioficeandfire.com/api/characters/396
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/150'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",At Deepwood Motte,Northmen,,,Male,,Galbart Glover,['Mark Coney'],[],,['Master of Deepwood Motte'],['Season 1'],https://www.anapioficeandfire.com/api/characters/397
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/380'],['https://www.anapioficeandfire.com/api/books/5'],"In either 275 AC, 276 AC or 277 AC",,In either 284 AC or 285 AC,,Male,,Galladon Tarth,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/398
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/7'],,,,,Male,,Galtry the Green,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/399
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2']",In or between 231 AC and 246 AC,,"In 297 AC, at Beyond the Wall",,Male,,Gared,['Dermot Keaney'],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/400
"['Garlan the Gallant', ""Renly's ghost""]",['https://www.anapioficeandfire.com/api/houses/397'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']","In 277 AC, at Highgarden",,,,Male,,Garlan Tyrell,[''],[],https://www.anapioficeandfire.com/api/characters/1618,"['Ser', 'Lord of Brightwater Keep']",[''],https://www.anapioficeandfire.com/api/characters/401
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/293'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Garrett Paege,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/402
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/306'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Garrison Prester,[''],[],,['Lord of Feastfires'],[''],https://www.anapioficeandfire.com/api/characters/403
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/151'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",,,"In the Twins, at 299 AC",,Male,,Garse Goodbrook,[''],[],https://www.anapioficeandfire.com/api/characters/609,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/404
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/163'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Westerman,,,Male,,Garth Greenfield,[''],[],,"['The Knight of Greenfield', 'Ser']",[''],https://www.anapioficeandfire.com/api/characters/405
['Has no known aliases'],[],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,"In 300 AC, at Beyond the Wall",,Male,,Garth Greyfeather,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/406
['Garth Greysteel'],['https://www.anapioficeandfire.com/api/houses/195'],['https://www.anapioficeandfire.com/api/books/5'],At Oldtown,,,,Male,,Garth Hightower,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/407
['Garth the Gross'],['https://www.anapioficeandfire.com/api/houses/398'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Garth Tyrell,[''],[],,['Lord Seneschal'],[''],https://www.anapioficeandfire.com/api/characters/408
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/5'],,,,,Male,,Garth XII Gardener,[''],[],,['King of the Reach'],[''],https://www.anapioficeandfire.com/api/characters/409
['Has no known aliases'],[],['https://www.anapioficeandfire.com/api/books/11'],,First Men,,https://www.anapioficeandfire.com/api/characters/1411,Male,,Garth the Gardener,[''],[],,['King of the Reach'],[''],https://www.anapioficeandfire.com/api/characters/410
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/150'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5']",In 295 AC or 296 AC,Northmen,,,Male,,Gawen Glover,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/411
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/373'],['https://www.anapioficeandfire.com/api/books/4'],"In 152 AC or before, at Stonehelm",,,,Male,,Gawen Swann,[''],[],,['Lord of Stonehelm'],[''],https://www.anapioficeandfire.com/api/characters/412
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/425'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Westerman,,,Male,,Gawen Westerling,[''],[],https://www.anapioficeandfire.com/api/characters/997,['Lord of the Crag'],[''],https://www.anapioficeandfire.com/api/characters/413
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/438'],['https://www.anapioficeandfire.com/api/books/2'],,,"In 283 AC, at Storm's End",,Male,,Gawen Wylde,[''],[],,"['Ser', ""Master-at-arms at Storm's End""]",[''],https://www.anapioficeandfire.com/api/characters/414
['Has no known aliases'],"['https://www.anapioficeandfire.com/api/houses/142', 'https://www.anapioficeandfire.com/api/houses/229']","['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In 245 AC,,,,Female,,Genna Lannister,[''],[],https://www.anapioficeandfire.com/api/characters/377,['Lady'],[''],https://www.anapioficeandfire.com/api/characters/415
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/158'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Gerald Gower,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/416
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/143'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In 263 AC,,In or between 289 AC and 299 AC,,Male,,Geremy Frey,[''],[],https://www.anapioficeandfire.com/api/characters/228,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/417
['Gery'],['https://www.anapioficeandfire.com/api/houses/229'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8', 'https://www.anapioficeandfire.com/api/books/11']",In 255 AC,,In circa 291 AC,,Male,,Gerion Lannister,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/418
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/36'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Ironborn,,,Male,,Germund Botley,[''],[],,['Lord of Lordsport'],[''],https://www.anapioficeandfire.com/api/characters/419
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/160'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Gerold Grafton,[''],[],,['Lord of Gulltown'],[''],https://www.anapioficeandfire.com/api/characters/420
['The White Bull'],['https://www.anapioficeandfire.com/api/houses/195'],"['https://www.anapioficeandfire.com/api/books/1', 'https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",,,"In 283 AC, at Tower of Joy",,Male,,Gerold Hightower,['Eddie Eyre'],[],,"['Ser', 'Lord Commander of the Kingsguard']",['Season 6'],https://www.anapioficeandfire.com/api/characters/421
['Gerold the Golden'],['https://www.anapioficeandfire.com/api/houses/229'],"['https://www.anapioficeandfire.com/api/books/6', 'https://www.anapioficeandfire.com/api/books/11']",,Westerman,In 244 AC,,Male,,Gerold Lannister,[''],[],https://www.anapioficeandfire.com/api/characters/101,"['Lord of Casterly Rock', 'Shield of Lannisport', 'Warden of the West']",[''],https://www.anapioficeandfire.com/api/characters/422
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/178'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3']",,Ironborn,"In 299 AC, at Winterfell",,Male,,Gevin Harlaw,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/423
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/121'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Gilbert Farring,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/424
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/317'],['https://www.anapioficeandfire.com/api/books/11'],,,,,Male,,Gilbert of the Vines,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/425
['Young Lord Hunter'],['https://www.anapioficeandfire.com/api/houses/207'],"['https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",In or between 250 AC and 254 AC,,,,Male,,Gilwood Hunter,[''],[],,"['Ser', 'Lord of Longbow Hall']",[''],https://www.anapioficeandfire.com/api/characters/426
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/438'],['https://www.anapioficeandfire.com/api/books/1'],,,"In 298 AC, at the Mummer's Ford",,Male,,Gladden Wylde,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/427
"['Glendon Ball', 'The Knight of the Pussywillows', 'Glendon the Bastard']",[],['https://www.anapioficeandfire.com/api/books/7'],In 196 AC,,,,Male,,Glendon Flowers,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/428
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/35'],"['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",At Sweetsister,Sistermen,,,Male,,Godric Borrell,[''],[],,"['Lord of Sweetsister', 'Shield of Sisterton', 'Master of Breakwater Castle', 'Keeper of the Night Lamp']",[''],https://www.anapioficeandfire.com/api/characters/429
['Godry the Giantslayer'],"['https://www.anapioficeandfire.com/api/houses/15', 'https://www.anapioficeandfire.com/api/houses/121']","['https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,,,,Male,,Godry Farring,[''],[],,['Ser'],[''],https://www.anapioficeandfire.com/api/characters/430
['Gormy'],['https://www.anapioficeandfire.com/api/houses/296'],"['https://www.anapioficeandfire.com/api/books/6', 'https://www.anapioficeandfire.com/api/books/7', 'https://www.anapioficeandfire.com/api/books/11']",,,"In 211 AC, at Whitewalls",,Male,,Gormon Peake,[''],[],,"['Lord of Starpike, Dunstonbury (stripped) and Whitegrove (stripped)']",[''],https://www.anapioficeandfire.com/api/characters/431
['Gormond the Oldfather'],['https://www.anapioficeandfire.com/api/houses/106'],['https://www.anapioficeandfire.com/api/books/5'],,Ironborn,,,Male,,Gormond Drumm,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/432
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/155'],['https://www.anapioficeandfire.com/api/books/5'],In 282 AC or 283 AC,Ironborn,,,Male,,Gormond Goodbrother,[''],[],,['Has no title'],[''],https://www.anapioficeandfire.com/api/characters/433
['Has no known aliases'],['https://www.anapioficeandfire.com/api/houses/155'],"['https://www.anapioficeandfire.com/api/books/2', 'https://www.anapioficeandfire.com/api/books/3', 'https://www.anapioficeandfire.com/api/books/5', 'https://www.anapioficeandfire.com/api/books/8']",,Ironborn,,,Male,,Gorold Goodbrother,[''],[],,['Lord of Hammerhorn'],[''],https://www.anapioficeandfire.com/api/characters/434
